msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20160809,20160909,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20160909,20161009,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20161009,20161109,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20161109,20161209,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20161209,20170109,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20170109,20170209,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20170209,20170309,0
E+Rt2qdMQYFWutiNNF7816+YF42kg3eORzkkMID8gJM=,41,30,149,149,1,20170309,20170409,0
E0S17sVEICfZp6aa6zvpxsTUdnN1bKCi19YO2x3a5iU=,35,7,0,0,0,20160827,20160901,0
E3ogzLP3KfGpTdNgRhdxsHioYsIwenz+zeCRcAw8z/g=,29,30,180,180,1,20161211,20170111,0
E3ogzLP3KfGpTdNgRhdxsHioYsIwenz+zeCRcAw8z/g=,29,30,180,180,1,20170111,20170211,0
E3ogzLP3KfGpTdNgRhdxsHioYsIwenz+zeCRcAw8z/g=,29,30,180,180,1,20170211,20170311,0
E3ogzLP3KfGpTdNgRhdxsHioYsIwenz+zeCRcAw8z/g=,29,30,180,180,1,20170311,20170411,0
E6CpZAmPNWAKUpJu0Ns4PEqqS5Jj0G+XpNnfjgUAKbI=,35,7,0,0,0,20160902,20160907,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20160526,20160625,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20160625,20160725,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20160725,20160825,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20160825,20160925,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20160925,20161025,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20161025,20161125,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20161125,20161225,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20161225,20170125,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20170125,20170225,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20170225,20170325,0
E7cwwFbBlzc2i61Mi4/X/bdTXdEB3MOG9uYUjT3UmnI=,41,30,99,99,1,20170325,20170425,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20150913,20151012,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20151012,20151112,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20151112,20151212,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20151212,20160112,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160112,20160212,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160212,20160312,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160312,20160412,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160412,20160512,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160512,20160612,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160612,20160712,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160712,20160812,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160812,20160912,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20160912,20161012,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20161012,20161112,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20161112,20161212,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20161212,20170112,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20170112,20170212,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20170212,20170312,0
E7hIKotKnSYmGKOfhhX0Po+6Vh2tGe3uplCJS5SuOJ8=,41,30,99,99,1,20170312,20170412,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20150829,20150930,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20151130,20151231,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20151231,20160131,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20160131,20160229,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20160229,20160331,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20160331,20160430,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,41,30,149,149,1,20160401,20160402,1
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160411,20160510,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160512,20160611,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160612,20160711,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160712,20160811,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160812,20160911,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20160912,20161011,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20161012,20161111,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20161112,20161211,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20161212,20170111,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20170112,20170211,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20170212,20170311,0
E7jm11hSUb+dVaWKXc58+HDokcTMxuqmBmBTFB+dCIs=,36,30,180,180,1,20170312,20170411,0
E7mABUE/fIh/l1kTBOZl52+jpkjnL/VBzRIncXcxeJ0=,38,30,149,149,0,20161211,20170110,0
E7mABUE/fIh/l1kTBOZl52+jpkjnL/VBzRIncXcxeJ0=,38,90,447,447,0,20170111,20170411,0
E7s4a1jq/o+z51vDRyy3TgJ1QGJbtHwtXWArRIRgV2k=,40,31,149,149,1,20150113,20150213,0
E7s4a1jq/o+z51vDRyy3TgJ1QGJbtHwtXWArRIRgV2k=,40,31,149,149,1,20150213,20150313,0
E7s4a1jq/o+z51vDRyy3TgJ1QGJbtHwtXWArRIRgV2k=,40,31,149,149,1,20150313,20150413,0
E7s4a1jq/o+z51vDRyy3TgJ1QGJbtHwtXWArRIRgV2k=,40,31,149,149,1,20150414,20150413,1
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,149,0,1,20151205,20151205,1
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20151205,20160104,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,149,0,1,20151205,20160104,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160104,20160204,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160204,20160304,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160304,20160404,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160404,20160504,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160504,20160604,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160604,20160704,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160704,20160804,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160804,20160904,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20160904,20161004,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20161004,20161104,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20161104,20161204,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20161204,20170104,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20170104,20170204,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20170204,20170304,0
E9FK3TYSfcyYLPLlhWTQ2i/S1oubnwCgxwZzFyazEsc=,41,30,99,99,1,20170304,20170404,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20150930,20151031,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20151130,20151231,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20151231,20160131,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160131,20160229,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160229,20160331,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160331,20160430,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160430,20160531,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160531,20160630,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160630,20160731,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160731,20160831,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160831,20160930,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20160930,20161031,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20161031,20161130,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20161130,20161231,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20161231,20170131,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20170131,20170228,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20170228,20170331,0
EBHelSpZSuSdK0KklvrVtsC7GOwvOIF4aFrZnBxuf54=,41,30,99,99,1,20170331,20170430,0
ECSSlkOMT+iIUV2yTiu98AcJv5ItG7F91GJOpX55JtI=,38,30,149,149,0,20161214,20170114,0
EDgTDNywfaulz0Pcr13c67px7l4kis4uNfVqm88ftwg=,35,7,0,0,0,20160911,20160916,0
EIOip9Nwqg6YED2SNiusg1MEnBNS8qMF9tVF1URbjOM=,35,7,0,0,0,20150604,20150615,0
EQbDZucGrS5XjC6OriIXDyPB8hney2DAwbDVFBsHhDE=,35,7,0,0,0,20150607,20150615,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160104,20160203,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160204,20160303,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160304,20160403,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160404,20160503,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160504,20160603,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160604,20160703,0
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,40,30,149,149,1,20160612,20160703,1
EUV1L+E9BC8KkdgY5QliElwFtdVSpmiYD9tsXyXh/9o=,32,410,1788,1788,0,20160705,20170822,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,38,30,149,149,0,20160913,20161013,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,38,30,149,149,0,20161014,20161113,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,38,30,149,149,0,20161113,20161213,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,38,30,149,149,0,20161212,20170112,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,38,30,149,149,0,20170113,20170212,0
EVQnNFzaxt3gYEh5M5DBRrn/gpXwp2WoO6q5L7c2VCE=,22,395,1599,1599,0,20170201,20180317,0
EX0F4/EAo/Eikk06kBafAPfBz4Rxpp2q1Xr1aD2u1UA=,38,30,149,149,0,20151006,20151112,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,0,1,20150802,20150902,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,0,1,20150901,20150902,1
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160116,20160215,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160215,20160315,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160315,20160415,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160415,20160515,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160515,20160615,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160615,20160715,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160715,20160815,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160815,20160915,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20160915,20161015,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20161015,20161115,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20161115,20161215,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20161215,20170115,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20170115,20170215,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20170215,20170315,0
EaLg2+neNXXsTqA/Ms8x/T3LGiLqmQYLe9qjko+mfW8=,41,30,149,149,1,20170315,20170415,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20160730,20160831,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20160831,20160930,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20160930,20161031,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20161031,20161130,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20161130,20161231,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20161231,20170131,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20170131,20170228,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20170228,20170331,0
EawvjXQyiLb5t3xBKgMxeISytKbyq7hliGcPscpKOlE=,41,30,99,99,1,20170331,20170430,0
EcGCvuecv+iADS5kH3S4bOiWO1qhZqcqcqfXHRigD+s=,38,7,0,0,0,20151205,20151215,0
EfcAo/ovGJMxPUb6I58h0O2EiZzRsMHX3B7E6rh8pMk=,38,410,1788,1788,0,20160208,20170325,0
Efib7bdKRP3mmH3TZOk41k8/RAmzGEBO9U4s6mPucaw=,29,30,180,180,0,20170113,20170212,0
EgKvbfp+x2bj2A6kJLqkGDQUvElejlaZ+4xuO/qRk40=,38,30,149,149,0,20150804,20150903,0
EgKvbfp+x2bj2A6kJLqkGDQUvElejlaZ+4xuO/qRk40=,35,7,0,0,0,20150804,20150913,0
Egw7aC6KFOzg+aQ3EEkfXVi7jxQX1muvd6hG/dC2iXI=,38,195,894,894,0,20160104,20160719,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20160520,20160620,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20160620,20160720,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20160720,20160820,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20160820,20160920,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20160920,20161020,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20161020,20161120,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20161120,20161220,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20161220,20170120,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20170120,20170220,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20170220,20170320,0
EiQ11ZF8hq6UaYtEYyDKWeNtY0xHdNmojHKGVWC3y30=,37,30,149,149,1,20170320,20170420,0
ElQcoYHKrOnl4XdUoviBRbKmE6tqdfVzu7xU5RR9mhY=,35,7,0,0,0,20161020,20161027,0
ElfQRo5VPvRk8Sd6EtrjV5fjLbvzWDLEUohr8EVn+dg=,35,7,0,0,0,20160827,20160901,0
ErHC3jDKxoIrfTwOTV9BPZTeDhV3t99qlhOUNH4zYpc=,32,410,1788,1788,0,20160830,20171014,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20151205,20160104,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160104,20160204,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160204,20160304,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160304,20160404,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160404,20160504,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160504,20160604,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160604,20160704,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160704,20160804,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160804,20160904,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20160904,20161004,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20161004,20161104,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20161104,20161204,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20161204,20170104,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20170104,20170204,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20170204,20170304,0
Erjq52NmeEWtbOfz2vieSi/305g1ofWyWz+gFCzrdY8=,41,30,99,99,1,20170304,20170404,0
EukGkwDB+EniY1KaC86YvyZDyXeubzG26rTCxluqoig=,35,7,0,0,0,20161101,20161108,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20151209,20160109,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160109,20160209,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160209,20160309,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160309,20160409,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160409,20160509,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160509,20160609,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160609,20160709,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160709,20160809,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160809,20160909,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20160909,20161009,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20161009,20161109,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20161109,20161209,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20161209,20170109,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20170109,20170209,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20170209,20170309,0
Evbe06I6IbmyPBISFlLm3i9HIBq0FgIyZaSJzQY5X0I=,41,30,99,99,1,20170309,20170409,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20151115,20151215,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20151215,20160115,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160115,20160215,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160215,20160315,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160315,20160415,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160415,20160515,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160515,20160615,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160615,20160715,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160715,20160815,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160815,20160915,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20160915,20161015,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20161015,20161115,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20161115,20161215,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20161215,20170115,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20170115,20170215,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20170215,20170315,0
ExmDlIBzFaE3zbZSt0NDMqcUo0e1e4GexKl/Tp7FPK8=,41,30,149,149,1,20170315,20170415,0
