hh	qty	exp	nopurch	b1	b2	b3	b4	p1	p2	p3	p4	f1	f2	f3	f4	tripnum
17	0	75.32	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	143
17	0	79.370003	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	144
17	0	88.209999	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	145
17	0	43.5	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	146
17	0	13.77	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	147
17	0	60.869999	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	148
17	0	19.280001	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	149
17	0	51.369999	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	150
17	0	106.04	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	151
17	0	108.98	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	152
17	0	19.02	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	153
17	0	108.24	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	154
17	0	4.21	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	155
17	0	19.610001	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	156
17	0	23.41	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	157
17	0	43.419998	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	158
17	0	3.8900001	1	0	0	0	0	.11	.079999998	.039999999	.079999998	0	0	0	0	159
18	2	82	0	0	0	0	1	.11	.079999998	.059999999	.079999998	0	0	0	0	1
18	0	72.470001	1	0	0	0	0	.11	.090000004	.059999999	.079999998	0	0	0	0	2
18	0	53.650002	1	0	0	0	0	.12	.079999998	.059999999	.079999998	0	0	0	0	3
18	3	77.730003	0	0	0	0	1	.11	.079999998	.059999999	.07	0	0	0	1	4
18	0	62.290001	1	0	0	0	0	.11	.07	.059999999	.090000004	0	0	0	0	5
18	0	63.080002	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	6
18	2	50.459999	0	0	0	0	1	.11	.090000004	.050000001	.090000004	0	1	0	0	7
18	0	90.620003	1	0	0	0	0	.11	.079999998	.059999999	.090000004	0	0	0	0	8
18	0	54.459999	1	0	0	0	0	.11	.079999998	.059999999	.090000004	0	0	0	0	9
18	4	76.559998	0	1	0	0	0	.12	.079999998	.059999999	.090000004	0	0	0	0	10
18	0	82.650002	1	0	0	0	0	.12	.079999998	.059999999	.079999998	0	0	0	0	11
18	2	88.660004	0	1	0	0	0	.12	.079999998	.059999999	.079999998	0	0	0	0	12
18	0	64.529999	1	0	0	0	0	.11	.079999998	.059999999	.079999998	0	0	0	0	13
18	0	79.809998	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	14
19	1	22.41	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	1
19	1	10.62	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	2
19	1	10.58	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	3
19	2	24.92	0	0	1	0	0	.1	.1	.050000001	.079999998	0	0	0	0	4
19	2	8.96	0	0	1	0	0	.1	.1	.050000001	.079999998	0	0	0	0	5
19	2	35.59	0	0	1	0	0	.1	.1	.050000001	.079999998	0	0	0	0	6
19	2	6.8899999	0	0	1	0	0	.1	.1	.050000001	.079999998	0	0	0	0	7
19	0	55.970001	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	8
19	0	40.91	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	9
19	1	24.700001	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	10
19	1	10.56	0	0	0	1	0	.13	.079999998	.050000001	.079999998	0	0	0	0	11
19	0	11.77	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	12
19	0	23.85	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	13
19	0	9.3999996	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	14
19	0	33.09	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	15
19	0	18.360001	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	16
19	1	30.110001	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	17
19	1	5.5300002	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	18
19	1	23.950001	0	1	0	0	0	0	.1	.050000001	.079999998	0	0	0	0	19
19	1	21.33	0	1	0	0	0	0	.1	.050000001	.079999998	0	0	0	0	20
19	1	.86000001	0	1	0	0	0	.1	.1	.050000001	.079999998	0	0	0	0	21
19	2	10.21	0	0	1	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	22
19	2	16.120001	0	0	1	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	23
19	0	21.48	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	24
19	0	10.04	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	25
19	0	11.53	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	26
19	0	13.32	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	27
19	1	27.049999	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	28
19	1	15.67	0	0	1	0	0	.13	.079999998	.050000001	.079999998	0	0	0	0	29
19	0	17.1	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	30
19	1	15.71	0	0	1	0	0	.1	.079999998	.050000001	.079999998	0	0	0	0	31
19	1	.64999998	0	0	1	0	0	.1	.079999998	.050000001	.079999998	0	0	0	0	32
19	1	28.43	0	0	1	0	0	.1	.079999998	.050000001	.079999998	0	0	0	0	33
19	2	30.969999	0	0	0	1	0	.1	.079999998	.050000001	.079999998	0	0	0	0	34
19	0	24.52	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	35
19	0	20.709999	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	36
19	0	5.6799998	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	37
19	2	47.040001	0	1	0	0	0	.1	.1	.050000001	.079999998	0	0	0	0	38
19	0	26.74	1	0	0	0	0	.1	.090000004	.050000001	.079999998	0	0	0	0	39
19	0	12.44	1	0	0	0	0	.1	.079999998	.050000001	.079999998	0	1	0	0	40
19	0	7.73	1	0	0	0	0	.1	.079999998	.050000001	.079999998	0	1	0	0	41
19	1	24.969999	0	0	0	1	0	.1	.059999999	.050000001	.079999998	0	0	0	0	42
19	1	16.969999	0	0	0	1	0	.1	.059999999	.050000001	.079999998	0	0	0	0	43
19	0	21.139999	1	0	0	0	0	.13	.090000004	.050000001	.079999998	0	0	0	0	44
19	0	11.15	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	45
19	0	11.8	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	46
19	0	29.379999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	47
19	2	37.130001	0	0	1	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	48
19	4	30.049999	0	0	1	0	0	.11	.1	.050000001	.079999998	0	0	0	0	49
19	1	2.5899999	0	0	1	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	50
19	0	5.23	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	51
19	0	48.369999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	52
19	0	23.219999	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	53
19	0	13.29	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	54
19	0	43.27	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	55
19	2	13.55	0	0	0	0	1	.12	.079999998	.050000001	.079999998	0	0	0	0	56
19	2	18.809999	0	0	0	0	1	.12	.079999998	.050000001	.079999998	0	0	0	0	57
19	1	9.9399996	0	1	0	0	0	.12	.079999998	.050000001	.079999998	0	0	0	0	58
19	2	29.17	0	0	0	0	1	.12	.079999998	.050000001	.079999998	0	0	0	0	59
19	3	27.15	0	0	1	0	0	.12	.079999998	.029999999	.079999998	0	0	1	0	60
19	4	39.84	0	0	1	0	0	.12	.079999998	.029999999	.079999998	0	0	0	0	61
19	2	39.639999	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	62
19	3	30.23	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	63
19	3	55.110001	0	0	0	1	0	.12	.090000004	.050000001	.079999998	1	0	0	0	64
19	0	4.4400001	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	65
19	0	20.01	1	0	0	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	66
19	2	3.47	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	67
19	2	59.43	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	68
19	0	5.6799998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	1	0	0	0	69
19	2	33.43	0	0	1	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	70
19	2	11.15	0	0	1	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	71
19	2	27.18	0	0	1	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	72
19	0	34.5	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	73
19	0	11.59	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	74
19	0	5.3400002	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	75
19	0	7.6700001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	76
19	0	37.060001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	77
19	2	19.25	0	0	1	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	78
19	2	21.75	0	0	1	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	79
19	0	54.700001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	80
19	0	7.4699998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	81
19	2	21.01	0	0	1	0	0	.11	.090000004	.050000001	.079999998	1	0	0	0	82
19	2	11.16	0	0	1	0	0	.11	.090000004	.050000001	.079999998	1	0	0	0	83
19	3	51.25	0	0	1	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	84
19	0	17.6	1	0	0	0	0	.11	.090000004	.029999999	.079999998	0	0	1	0	85
19	3	46.049999	0	0	1	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	86
19	3	22.84	0	0	1	0	0	.11	.090000004	.029999999	.079999998	0	0	0	0	87
19	0	8.0699997	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	88
19	3	39.34	0	0	1	0	0	.079999998	.090000004	.050000001	.079999998	1	0	0	0	89
19	2	15.71	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	90
19	2	3.9000001	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	91
19	2	59.939999	0	0	1	0	0	.12	.090000004	.050000001	.079999998	0	0	0	0	92
19	0	43	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	93
19	3	43.049999	0	0	1	0	0	.090000004	.090000004	.050000001	.090000004	0	0	0	0	94
19	3	36.060001	0	0	1	0	0	.090000004	.090000004	.050000001	.090000004	0	0	0	0	95
19	2	44.16	0	0	1	0	0	.12	.059999999	.050000001	.079999998	0	1	0	0	96
19	2	58.459999	0	0	0	1	0	.079999998	.090000004	.050000001	.059999999	0	0	0	1	97
19	2	36.080002	0	0	0	1	0	.079999998	.090000004	.050000001	.059999999	0	0	0	1	98
19	2	30.35	0	0	0	1	0	.11	.079999998	.050000001	.079999998	0	0	0	0	99
19	1	30.23	0	0	1	0	0	.12	.090000004	.059999999	.059999999	0	0	0	1	100
19	3	50.740002	0	0	1	0	0	.12	.090000004	.059999999	.07	0	0	0	0	101
19	0	5.8899999	1	0	0	0	0	.12	.079999998	.059999999	.079999998	0	0	0	0	102
19	1	38.599998	0	0	1	0	0	.12	.059999999	.059999999	.079999998	0	1	0	0	103
19	3	16.73	0	0	1	0	0	.12	.059999999	.059999999	.079999998	0	1	0	0	104
19	0	24.76	1	0	0	0	0	.12	.059999999	.059999999	.079999998	0	1	0	0	105
19	5	51.66	0	0	1	0	0	.12	.090000004	.059999999	.079999998	0	0	0	0	106
19	0	22.540001	1	0	0	0	0	.11	.079999998	.029999999	.059999999	0	0	0	0	107
19	0	3.4300001	1	0	0	0	0	.11	.079999998	.050000001	.07	0	0	0	0	108
19	3	19.280001	0	0	1	0	0	.12	.090000004	.059999999	.079999998	0	0	0	0	109
19	0	18.450001	1	0	0	0	0	.1	.090000004	.050000001	.07	0	0	0	0	110
19	0	28.4	1	0	0	0	0	.11	.079999998	.029999999	.079999998	0	0	1	0	111
19	2	19.91	0	0	1	0	0	.12	.090000004	.059999999	.07	1	0	0	0	112
19	0	18.74	1	0	0	0	0	.1	.079999998	.029999999	.079999998	0	0	0	0	113
19	2	8.6899996	0	0	1	0	0	.12	.090000004	.059999999	.07	1	0	0	0	114
19	2	51.849998	0	0	1	0	0	.07	.090000004	.059999999	.059999999	0	0	0	1	115
19	0	11.51	1	0	0	0	0	.059999999	.090000004	.059999999	.059999999	0	0	0	1	116
19	0	7.0599999	1	0	0	0	0	.059999999	.090000004	.059999999	.059999999	0	0	0	1	117
19	2	25.540001	0	0	1	0	0	.12	.059999999	.059999999	.059999999	0	0	0	0	118
19	2	60.98	0	0	1	0	0	.12	.059999999	.059999999	.059999999	0	0	0	0	119
19	0	71.790001	1	0	0	0	0	.12	.059999999	.059999999	.059999999	0	0	0	0	120
19	0	16.09	1	0	0	0	0	.059999999	.059999999	.059999999	.059999999	0	0	0	0	121
20	1	44.82	0	1	0	0	0	.0099999998	.079999998	.07	.079999998	0	0	0	0	1
20	0	26.52	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	2
20	0	2.3900001	1	0	0	0	0	.12	.07	.07	.079999998	0	1	0	0	3
20	0	30.809999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	4
20	0	37.380001	1	0	0	0	0	.12	.07	.07	.079999998	0	1	0	0	5
20	0	2.29	1	0	0	0	0	.12	.050000001	.07	.079999998	0	0	0	0	6
20	0	3.0899999	1	0	0	0	0	.12	.050000001	.07	.079999998	0	0	0	0	7
20	0	21.77	1	0	0	0	0	.12	.079999998	.050000001	.050000001	0	0	0	0	8
20	0	38.68	1	0	0	0	0	.12	.050000001	.07	.079999998	0	0	0	0	9
20	0	60.919998	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	10
20	0	13.35	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	11
20	0	13.16	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	12
20	0	15.54	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	13
20	0	48.439999	1	0	0	0	0	.11	.090000004	.050000001	.039999999	0	1	0	0	14
20	0	4.98	1	0	0	0	0	.090000004	.07	.07	.079999998	0	0	0	0	15
20	0	38.73	1	0	0	0	0	.11	.07	.050000001	.079999998	0	0	0	0	16
20	0	24.360001	1	0	0	0	0	.090000004	.07	.07	.079999998	0	0	0	0	17
20	0	2.29	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	18
20	0	33.98	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	19
20	0	43.619999	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	20
20	0	2.3900001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	1	0	21
20	0	41.139999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	1	0	22
20	1	38.02	0	1	0	0	0	0	.090000004	.050000001	.079999998	0	0	0	0	23
20	0	68.989998	1	0	0	0	0	.11	.079999998	.039999999	.079999998	0	0	0	0	24
20	0	2.29	1	0	0	0	0	.12	.079999998	.07	.079999998	0	1	0	0	25
20	0	2.29	1	0	0	0	0	.12	.079999998	.07	.079999998	0	1	0	0	26
20	0	51.200001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	27
20	0	3.4400001	1	0	0	0	0	.12	.079999998	.07	.079999998	0	1	0	0	28
20	0	31.9	1	0	0	0	0	.12	.079999998	.07	.079999998	0	1	0	0	29
20	0	44.540001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	30
20	0	54.669998	1	0	0	0	0	.1	.07	.07	.079999998	0	0	0	0	31
20	0	3.4000001	1	0	0	0	0	.1	.07	.07	.079999998	0	0	0	0	32
20	0	2.29	1	0	0	0	0	.13	.07	.059999999	.079999998	0	0	0	0	33
20	0	.99000001	1	0	0	0	0	.13	.07	.059999999	.079999998	0	0	0	0	34
20	0	26.969999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	35
20	0	39.310001	1	0	0	0	0	.13	.07	.059999999	.079999998	0	0	0	0	36
20	0	1.8	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	37
20	0	37.040001	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	38
20	0	42.810001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	39
20	0	39.169998	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	40
20	0	2.3900001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	41
20	0	31.26	1	0	0	0	0	.059999999	.079999998	.050000001	.079999998	0	0	0	0	42
20	0	6.2399998	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	43
20	0	41.52	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	44
20	0	1.89	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	45
20	0	20.219999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	46
20	0	3.3599999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	47
20	0	30.370001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	48
20	0	1.6799999	1	0	0	0	0	.12	.079999998	.039999999	.079999998	0	0	1	0	49
20	0	36.98	1	0	0	0	0	.12	.079999998	.039999999	.079999998	0	0	1	0	50
20	0	2.3900001	1	0	0	0	0	.1	.059999999	.050000001	.079999998	0	0	0	0	51
20	0	22.280001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	52
20	0	30.1	1	0	0	0	0	.1	.059999999	.050000001	.079999998	0	0	0	0	53
20	0	38.419998	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	54
20	0	68	1	0	0	0	0	.11	.079999998	.090000004	.079999998	0	0	0	0	55
20	0	5.6300001	1	0	0	0	0	.11	.079999998	.039999999	.079999998	0	0	1	0	56
20	0	33.439999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	57
20	0	46.220001	1	0	0	0	0	.11	.079999998	.039999999	.079999998	0	0	1	0	58
20	2	44.720001	0	1	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	59
20	0	52.080002	1	0	0	0	0	.12	.079999998	.050000001	.079999998	0	0	0	0	60
20	0	2.6700001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	61
20	0	54.630001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	62
20	0	2.98	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	63
20	0	2.3900001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	64
20	0	65.769997	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	65
20	0	3.5999999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	66
20	0	33.290001	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	67
20	0	40.740002	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	68
20	0	1.6900001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	69
20	0	61.439999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	70
20	0	29.059999	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	71
20	0	28.059999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	72
20	0	3.29	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	73
20	0	61.799999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	74
20	0	3.0799999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	75
20	6	57.189999	0	1	0	0	0	.07	.090000004	.050000001	.079999998	0	0	0	0	76
20	0	45.189999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	77
20	0	4.3899999	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	78
20	2	12.09	0	1	0	0	0	.07	.079999998	.059999999	.079999998	0	0	0	0	79
20	2	66.790001	0	1	0	0	0	.07	.079999998	.059999999	.079999998	0	0	0	0	80
20	0	3	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	81
20	0	60.119999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	82
20	4	10.98	0	1	0	0	0	.07	.079999998	.07	.079999998	0	0	0	0	83
20	4	45.150002	0	1	0	0	0	.07	.079999998	.07	.079999998	0	0	0	0	84
20	0	3.25	1	0	0	0	0	.11	.090000004	.059999999	.090000004	0	0	0	0	85
20	2	1.46	0	1	0	0	0	.039999999	.079999998	.07	.090000004	0	0	0	0	86
20	2	39.529999	0	1	0	0	0	.039999999	.079999998	.07	.090000004	0	0	0	0	87
20	1	46.27	0	0	1	0	0	.11	.039999999	.050000001	.079999998	0	0	0	0	88
20	0	2.29	1	0	0	0	0	.12	.079999998	.07	.090000004	0	0	0	0	89
20	0	47.189999	1	0	0	0	0	.12	.079999998	.07	.090000004	0	0	0	0	90
20	1	2.3900001	0	1	0	0	0	0	.079999998	.039999999	.090000004	0	1	0	0	91
20	1	47.860001	0	1	0	0	0	0	.079999998	.039999999	.090000004	0	1	0	0	92
20	0	38.490002	1	0	0	0	0	.11	.079999998	.039999999	.090000004	0	0	0	0	93
20	0	6.5	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	94
20	0	36.889999	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	95
20	0	3.77	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	96
20	3	85.93	0	1	0	0	0	0	.079999998	.050000001	.079999998	0	0	0	0	97
20	0	34.290001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	98
20	0	2.29	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	99
20	0	6.1599998	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	100
20	0	50.93	1	0	0	0	0	.12	.079999998	.07	.079999998	0	0	0	0	101
20	1	5.46	0	1	0	0	0	0	.079999998	.07	.079999998	0	0	0	0	102
20	0	38.73	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	103
20	1	43.779999	0	1	0	0	0	0	.079999998	.07	.079999998	0	0	0	0	104
20	0	4.8800001	1	0	0	0	0	.11	.079999998	.07	.079999998	0	0	0	0	105
20	2	45.18	0	1	0	0	0	.07	.090000004	.029999999	.090000004	0	0	1	0	106
20	2	51.150002	0	1	0	0	0	.07	.090000004	.029999999	.090000004	0	0	1	0	107
20	1	7.8699999	0	1	0	0	0	0	.079999998	.07	.090000004	0	0	1	0	108
20	2	29.559999	0	1	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	109
20	1	47.490002	0	1	0	0	0	0	.079999998	.07	.090000004	0	0	1	0	110
20	0	43.330002	1	0	0	0	0	.12	.079999998	.07	.090000004	0	0	0	0	111
20	0	26.700001	1	0	0	0	0	.11	.079999998	.050000001	.079999998	0	0	0	0	112
20	0	38.560001	1	0	0	0	0	.11	.079999998	.050000001	.090000004	0	0	0	0	113
20	0	48.110001	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	0	0	114
20	0	19.27	1	0	0	0	0	.11	.090000004	.029999999	.090000004	0	0	0	0	115
20	0	3.8399999	1	0	0	0	0	.11	.090000004	.029999999	.090000004	0	0	0	0	116
20	0	24.360001	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	117
20	0	62.130001	1	0	0	0	0	.12	.090000004	.07	.090000004	0	0	0	0	118
20	2	25.99	0	1	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	119
20	0	14.34	1	0	0	0	0	.12	.090000004	.07	.090000004	0	0	0	0	120
20	2	61.099998	0	1	0	0	0	.11	.090000004	.039999999	.090000004	0	0	0	0	121
20	0	2.45	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	0	0	122
20	0	51.060001	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	0	0	123
20	0	24.01	1	0	0	0	0	.11	.090000004	.050000001	.039999999	0	0	0	0	124
20	0	2.45	1	0	0	0	0	.12	.090000004	.059999999	.090000004	0	0	0	0	125
20	0	40.580002	1	0	0	0	0	.11	.090000004	.050000001	.090000004	0	0	0	0	126
20	0	45.84	1	0	0	0	0	.11	.090000004	.050000001	.090000004	0	0	0	0	127
20	0	2.3499999	1	0	0	0	0	.12	.090000004	.029999999	.090000004	0	0	0	0	128
20	0	54.209999	1	0	0	0	0	.12	.090000004	.029999999	.090000004	0	0	0	0	129
20	0	2.45	1	0	0	0	0	.11	.090000004	.039999999	.079999998	0	0	0	0	130
20	0	64.029999	1	0	0	0	0	.12	.090000004	.039999999	.090000004	0	0	1	0	131
20	0	22.190001	1	0	0	0	0	.11	.059999999	.050000001	.079999998	0	1	0	0	132
20	0	66.290001	1	0	0	0	0	.12	.090000004	.039999999	.090000004	0	0	1	0	133
20	0	22.379999	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	134
20	0	56.209999	1	0	0	0	0	.11	.090000004	.050000001	.090000004	0	0	0	0	135
20	0	17.129999	1	0	0	0	0	.11	.050000001	.050000001	.079999998	0	0	0	0	136
20	0	5.4400001	1	0	0	0	0	.11	.090000004	.050000001	.090000004	0	0	0	0	137
20	0	16.33	1	0	0	0	0	.11	.07	.050000001	.079999998	0	0	0	0	138
20	0	4.0700002	1	0	0	0	0	.11	.090000004	.050000001	.090000004	0	0	0	0	139
20	0	2.45	1	0	0	0	0	.12	.090000004	.039999999	.090000004	0	0	1	0	140
20	0	5.21	1	0	0	0	0	.12	.090000004	.039999999	.090000004	0	0	1	0	141
20	0	84.550003	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	1	0	142
20	0	10.07	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	1	0	143
20	0	20.51	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	144
20	0	71.980003	1	0	0	0	0	.11	.090000004	.039999999	.090000004	0	0	1	0	145
20	0	13.14	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	146
20	0	8.2399998	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	147
20	0	1.39	1	0	0	0	0	.079999998	.090000004	.050000001	.079999998	0	0	0	0	148
20	0	15.87	1	0	0	0	0	.11	.090000004	.050000001	.079999998	0	0	0	0	149
20	0	65.620003	1	0	0	0	0	.12	.090000004	.050000001	.090000004	0	0	0	0	150
